Date,8035.T_126D_ret,EEM_21D_ret,HYG_126D_ret,SAP.DE_63D_ret,^IRX_21D_ret,^IRX_63D_ret,^IRX_126D_ret,UNRATE_63D_ret,PRINTO01EZQ661S_63D_ret,GBRPROINDMISMEI_126D_ret,ratio_intl_vs_us_bonds_63D_ret,ratio_intl_vs_us_bonds_126D_ret
2026-06-01,2.0687117190764557,1.828424436595387,0.061564246074574336,-0.3788689589765766,-0.1608757554191654,-0.2705916231478777,-0.31832074043577896,-0.2627909671958798,-0.034427353550179986,-0.017854415752219615,0.22615256154827756,0.4752891477714322
